13,1

17,1

20,1

23,3

27,10

30,27

34,48

37,67

40,74

44,79

47,85

51,87

54,91

57,94

61,97

64,111

68,103

71,105

75,117

78,110

81,121

85,113

88,115

92,117

95,119

98,121

102,122

105,123

109,125

112,127

115,128

119,130

122,131

126,132

129,135

132,137

136,138

139,138

143,142

146,143

150,144

153,146

156,147

160,151

163,150

167,152

170,159

173,164

177,156

180,159

184,160

187,171

190,164

194,164

197,177

201,169

204,170

208,171

211,171

214,183

218,176

221,176

225,179

228,180

231,180

235,183

238,193

242,197

245,188

248,189

252,191

255,192

259,193

262,204

265,197

269,198

272,201

276,200

279,202

283,212

286,206

289,216

293,218

296,210

300,212

303,212

306,223

310,215

313,217

317,217

320,229

323,222

327,222

330,236

334,225

337,229

341,230

344,239

347,233

351,234

354,234

358,238

361,239

364,239

368,251

371,243

375,243

378,255

381,256

385,258

388,252

392,252

395,263

398,253

402,266

405,260

409,258

412,270

416,263

419,274

422,266

426,266

429,278

433,281

436,272

439,272

443,286

446,286

450,289

453,278

456,290

460,283

463,283

467,286

470,295

473,298

477,289

480,299

484,303

487,303

491,305

494,298

497,296

501,311

504,303

508,301

511,315

514,305

518,305

521,308

525,322

528,310

531,323

535,317

538,315

542,329

545,319

549,319

552,322

555,333

559,337

562,327

566,339

569,331

572,341

576,344

579,347

583,338

586,350

589,349

593,353

596,342

600,354

603,345

606,346

610,358

613,362

617,364

620,364

624,366

627,368

630,360

634,369

637,360

641,374

644,375

647,366

651,367

654,379

658,382

661,373

664,383

668,386

671,376

675,389

678,391

682,390

685,393

688,395

692,396

695,388

699,398

702,400

705,403

709,404

712,406

716,406

719,408

722,400

726,410

729,412

733,414

736,404

739,417

743,418

746,410

750,421

753,423

757,415

760,425

763,418

767,420

770,430

774,433

777,433

780,435

784,438

787,438

791,440

794,442

797,442

801,445

804,440

808,447

811,449

814,450

818,452

821,454

825,455

828,457

832,447

835,459

838,461

842,463

845,465

849,466

852,467

855,469

859,470

862,472

866,474

869,475

872,480

876,468

879,482

883,481

886,473

890,485

893,487

896,488

900,489

903,493

907,494

910,494

913,496

917,498

920,499

924,501

927,495

930,504

934,506

937,508

941,509

944,513

947,514

951,514

954,519

958,518

961,522

965,523

968,524

971,526

975,528

978,531

982,533

985,539

988,542

992,548

995,553

999,560

1002,567

1005,572

1009,576

1012,585

1016,590

1019,592

